pfCode,yr,period,periodDesc,aggrLevel,IsLeaf,rgCode,rgDesc,rtCode,rtTitle,rt3ISO,ptCode,ptTitle,pt3ISO,ptCode2,ptTitle2,pt3ISO2,cstCode,cstDesc,motCode,motDesc,cmdCode,cmdDescE,qtCode,qtDesc,qtAltCode,qtAltDesc,TradeQuantity,AltQuantity,NetWeight,GrossWeight,TradeValue,CIFValue,FOBValue,estCode
H4,2012,2012,2012,4,0,2,Export,642,Romania,ROU,0,World,WLD,,,,,,,,2603,Copper ores and concentrates,8,Weight in kilograms,,,41891240.0,,41891240.0,,50193492,,,6
H4,2012,2012,2012,4,0,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,2603,Copper ores and concentrates,8,Weight in kilograms,,,44350554.0,,44350554.0,,53524268,,,0
H4,2012,2012,2012,4,0,2,Export,682,Saudi Arabia,SAU,0,World,WLD,,,,,,,,2603,Copper ores and concentrates,8,Weight in kilograms,,,6050000.0,,6050000.0,,11398681,,,0
H4,2012,2012,2012,4,0,2,Export,688,Serbia,SRB,0,World,WLD,,,,,,,,2603,Copper ores and concentrates,8,Weight in kilograms,,,4276098.0,,4276098.0,,6837491,,,0
H4,2012,2012,2012,4,0,2,Export,702,Singapore,SGP,0,World,WLD,,,,,,,,2603,Copper ores and concentrates,8,Weight in kilograms,,,3963201.0,,3963201.0,,2179629,,,0
H4,2012,2012,2012,4,0,2,Export,704,Viet Nam,VNM,0,World,WLD,,,,,,,,2603,Copper ores and concentrates,1,No Quantity,,,,,,,50023,,,0
H4,2012,2012,2012,4,0,2,Export,710,South Africa,ZAF,0,World,WLD,,,,,,,,2603,Copper ores and concentrates,8,Weight in kilograms,,,272294362.0,,272294362.0,,531941416,,,0
H4,2012,2012,2012,4,0,2,Export,724,Spain,ESP,0,World,WLD,,,,,,,,2603,Copper ores and concentrates,8,Weight in kilograms,,,528979137.0,,528979137.0,,1101715142,,,0
H4,2012,2012,2012,4,0,2,Export,752,Sweden,SWE,0,World,WLD,,,,,,,,2603,Copper ores and concentrates,8,Weight in kilograms,,,4266999.0,,4266999.0,,11337238,,,6
H4,2012,2012,2012,4,0,2,Export,757,Switzerland,CHE,0,World,WLD,,,,,,,,2603,Copper ores and concentrates,8,Weight in kilograms,,,2393.0,,2393.0,,3932,,,0
H4,2012,2012,2012,4,0,2,Export,764,Thailand,THA,0,World,WLD,,,,,,,,2603,Copper ores and concentrates,8,Weight in kilograms,,,1946744.0,,1946744.0,,203337,,,6
H4,2012,2012,2012,4,0,2,Export,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,2603,Copper ores and concentrates,8,Weight in kilograms,,,19748.0,,19748.0,,6278,,,0
H4,2012,2012,2012,4,0,2,Export,788,Tunisia,TUN,0,World,WLD,,,,,,,,2603,Copper ores and concentrates,8,Weight in kilograms,,,30.0,,30.0,,434,,,0
H4,2012,2012,2012,4,0,2,Export,792,Turkey,TUR,0,World,WLD,,,,,,,,2603,Copper ores and concentrates,8,Weight in kilograms,,,346465870.0,,346465870.0,,441688497,,,0
H4,2012,2012,2012,4,0,2,Export,807,North Macedonia,MKD,0,World,WLD,,,,,,,,2603,Copper ores and concentrates,8,Weight in kilograms,,,45119368.0,,45119368.0,,60047235,,,0
H4,2012,2012,2012,4,0,2,Export,826,United Kingdom,GBR,0,World,WLD,,,,,,,,2603,Copper ores and concentrates,8,Weight in kilograms,,,3755.0,,3755.0,,74091,,,6
H4,2012,2012,2012,4,0,2,Export,842,USA,USA,0,World,WLD,,,,,,,,2603,Copper ores and concentrates,8,Weight in kilograms,,,323408965.0,,323408965.0,,2396482218,,,0
H4,2012,2012,2012,4,0,2,Export,894,Zambia,ZMB,0,World,WLD,,,,,,,,2603,Copper ores and concentrates,8,Weight in kilograms,,,20107300.0,,20107300.0,,6740150,,,0
H4,2012,2012,2012,0,0,2,Export,8,Albania,ALB,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,1967918947,,,0
H4,2012,2012,2012,0,0,2,Export,12,Algeria,DZA,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,71865748994,,,0
H4,2012,2012,2012,0,0,2,Export,20,Andorra,AND,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,105949644,,,0
H4,2012,2012,2012,0,0,2,Export,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,23827186078,,,0
H4,2012,2012,2012,0,0,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,79982379582,,,0
H4,2012,2012,2012,0,0,2,Export,36,Australia,AUS,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,256242912988,,,0
H4,2012,2012,2012,0,0,2,Export,40,Austria,AUT,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,0.0,,158820719332,,,4
H4,2012,2012,2012,0,0,2,Export,50,Bangladesh,BGD,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,24513500832,,,0
H4,2012,2012,2012,0,0,2,Export,56,Belgium,BEL,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,0.0,,305138320815,,,4
H4,2012,2012,2012,0,0,2,Export,60,Bermuda,BMU,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,9624203,,,0
H4,2012,2012,2012,0,0,2,Export,64,Bhutan,BTN,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,531227039,,,0
H4,2012,2012,2012,0,0,2,Export,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,0.0,,11990832241,,,4
H4,2012,2012,2012,0,0,2,Export,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,5161808996,,,0
H4,2012,2012,2012,0,0,2,Export,76,Brazil,BRA,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,0.0,,239952538158,,,4
H4,2012,2012,2012,0,0,2,Export,100,Bulgaria,BGR,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,26698780088,,,0
H4,2012,2012,2012,0,0,2,Export,104,Myanmar,MMR,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,9053439163,,,0
H4,2012,2012,2012,0,0,2,Export,112,Belarus,BLR,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,46059935000,,,0
H4,2012,2012,2012,0,0,2,Export,116,Cambodia,KHM,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,5796273596,,,0
H4,2012,2012,2012,0,0,2,Export,124,Canada,CAN,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,454098967492,,,0
H4,2012,2012,2012,0,0,2,Export,152,Chile,CHL,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,78062994755,,,0
H4,2012,2012,2012,0,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,2048782233084,,,0
H4,2012,2012,2012,0,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,60273618168,,,0
H4,2012,2012,2012,0,0,2,Export,188,Costa Rica,CRI,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,11250803893,,,0
H4,2012,2012,2012,0,0,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,12368983411,,,0
H4,2012,2012,2012,0,0,2,Export,196,Cyprus,CYP,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,1826017361,,,0
H4,2012,2012,2012,0,0,2,Export,203,Czechia,CZE,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,156422742613,,,0
H4,2012,2012,2012,0,0,2,Export,208,Denmark,DNK,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,106104022220,,,0
H4,2012,2012,2012,0,0,2,Export,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,7168472222,,,0
H4,2012,2012,2012,0,0,2,Export,233,Estonia,EST,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,18161223711,,,0
H4,2012,2012,2012,0,0,2,Export,242,Fiji,FJI,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,1220602428,,,0
H4,2012,2012,2012,0,0,2,Export,246,Finland,FIN,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,72974489144,,,0
H4,2012,2012,2012,0,0,2,Export,251,France,FRA,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,558460545476,,,0
H4,2012,2012,2012,0,0,2,Export,258,French Polynesia,PYF,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,139032342,,,0
H4,2012,2012,2012,0,0,2,Export,268,Georgia,GEO,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,2376634360,,,0
H4,2012,2012,2012,0,0,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,,,1410146320662,,,4
H4,2012,2012,2012,0,0,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,35151146150,,,0
H4,2012,2012,2012,0,0,2,Export,304,Greenland,GRL,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,0.0,,477771256,,,4
H4,2012,2012,2012,0,0,2,Export,320,Guatemala,GTM,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,10124387112,,,0
H4,2012,2012,2012,0,0,2,Export,340,Honduras,HND,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,4696173655,,,0
H4,2012,2012,2012,0,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,492907471544,,,0
H4,2012,2012,2012,0,0,2,Export,348,Hungary,HUN,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,102829804313,,,0
H4,2012,2012,2012,0,0,2,Export,352,Iceland,ISL,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,5063441687,,,0
H4,2012,2012,2012,0,0,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,190031839234,,,0
H4,2012,2012,2012,0,0,2,Export,372,Ireland,IRL,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,0.0,,120208957761,,,4
H4,2012,2012,2012,0,0,2,Export,376,Israel,ISR,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,63140635000,,,0
H4,2012,2012,2012,0,0,2,Export,381,Italy,ITA,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,501528850943,,,0
H4,2012,2012,2012,0,0,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,798620022574,,,0
H4,2012,2012,2012,0,0,2,Export,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,92281520630,,,0
H4,2012,2012,2012,0,0,2,Export,400,Jordan,JOR,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,7877135557,,,0
H4,2012,2012,2012,0,0,2,Export,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,547854447999,,,0
H4,2012,2012,2012,0,0,2,Export,418,Lao People's Dem. Rep.,LAO,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,1597135450,,,0
H4,2012,2012,2012,0,0,2,Export,422,Lebanon,LBN,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,4446163434,,,0
H4,2012,2012,2012,0,0,2,Export,428,Latvia,LVA,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,12685521524,,,0
H4,2012,2012,2012,0,0,2,Export,440,Lithuania,LTU,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,29652662128,,,0
H4,2012,2012,2012,0,0,2,Export,442,Luxembourg,LUX,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,13726902677,,,0
H4,2012,2012,2012,0,0,2,Export,446,"China, Macao SAR",MAC,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,1020521467,,,0
H4,2012,2012,2012,0,0,2,Export,450,Madagascar,MDG,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,1224513561,,,0
H4,2012,2012,2012,0,0,2,Export,462,Maldives,MDV,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,161606754,,,0
H4,2012,2012,2012,0,0,2,Export,470,Malta,MLT,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,5646270198,,,0
H4,2012,2012,2012,0,0,2,Export,480,Mauritius,MUS,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,2257737340,,,0
H4,2012,2012,2012,0,0,2,Export,484,Mexico,MEX,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,370706658359,,,0
H4,2012,2012,2012,0,0,2,Export,499,Montenegro,MNE,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,468788331,,,0
H4,2012,2012,2012,0,0,2,Export,512,Oman,OMN,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,52138225677,,,0
H4,2012,2012,2012,0,0,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,5376995496,,,0
H4,2012,2012,2012,0,0,2,Export,528,Netherlands,NLD,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,0.0,,552501890951,,,4
H4,2012,2012,2012,0,0,2,Export,554,New Zealand,NZL,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,,,37304685387,,,4
H4,2012,2012,2012,0,0,2,Export,558,Nicaragua,NIC,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,4550646986,,,0
H4,2012,2012,2012,0,0,2,Export,579,Norway,NOR,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,160952207393,,,0
H4,2012,2012,2012,0,0,2,Export,586,Pakistan,PAK,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,24613675622,,,0
H4,2012,2012,2012,0,0,2,Export,591,Panama,PAN,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,15944740415,,,0
H4,2012,2012,2012,0,0,2,Export,598,Papua New Guinea,PNG,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,4517686274,,,0
H4,2012,2012,2012,0,0,2,Export,600,Paraguay,PRY,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,0.0,,7282792069,,,4
H4,2012,2012,2012,0,0,2,Export,604,Peru,PER,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,,,46366535800,,,4
H4,2012,2012,2012,0,0,2,Export,616,Poland,POL,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,179603599442,,,0
H4,2012,2012,2012,0,0,2,Export,620,Portugal,PRT,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,58140499722,,,0
H4,2012,2012,2012,0,0,2,Export,642,Romania,ROU,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,57904330434,,,0
H4,2012,2012,2012,0,0,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,524766420613,,,0
H4,2012,2012,2012,0,0,2,Export,682,Saudi Arabia,SAU,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,387373982617,,,0
H4,2012,2012,2012,0,0,2,Export,688,Serbia,SRB,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,11229030695,,,0
H4,2012,2012,2012,0,0,2,Export,702,Singapore,SGP,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,0.0,,415615109732,,,4
H4,2012,2012,2012,0,0,2,Export,703,Slovakia,SVK,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,,,79953451796,,,4
H4,2012,2012,2012,0,0,2,Export,704,Viet Nam,VNM,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,114529170983,,,0
H4,2012,2012,2012,0,0,2,Export,705,Slovenia,SVN,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,27080021571,,,0
H4,2012,2012,2012,0,0,2,Export,710,South Africa,ZAF,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,,,98824503707,,,4
H4,2012,2012,2012,0,0,2,Export,724,Spain,ESP,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,,,290680282207,,,4
H4,2012,2012,2012,0,0,2,Export,729,Sudan,SDN,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,0.0,,2449242451,,,4
H4,2012,2012,2012,0,0,2,Export,748,Eswatini,SWZ,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,0.0,,1844838445,,,4
H4,2012,2012,2012,0,0,2,Export,752,Sweden,SWE,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,,,172437657005,,,4
H4,2012,2012,2012,0,0,2,Export,757,Switzerland,CHE,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,,,312256653968,,,4
H4,2012,2012,2012,0,0,2,Export,764,Thailand,THA,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,229544513253,,,0
H4,2012,2012,2012,0,0,2,Export,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,350123000000,,,0
H4,2012,2012,2012,0,0,2,Export,788,Tunisia,TUN,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,17007445910,,,0
H4,2012,2012,2012,0,0,2,Export,792,Turkey,TUR,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,152461736556,,,0
H4,2012,2012,2012,0,0,2,Export,800,Uganda,UGA,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,2357493248,,,0
H4,2012,2012,2012,0,0,2,Export,807,North Macedonia,MKD,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,4015402908,,,0
H4,2012,2012,2012,0,0,2,Export,826,United Kingdom,GBR,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,481225753723,,,0
H4,2012,2012,2012,0,0,2,Export,842,USA,USA,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,1544932014357,,,0
H4,2012,2012,2012,0,0,2,Export,858,Uruguay,URY,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,8709217341,,,0
H4,2012,2012,2012,0,0,2,Export,882,Samoa,WSM,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,76101616,,,0
H4,2012,2012,2012,0,0,2,Export,887,Yemen,YEM,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,7062059466,,,0
H4,2012,2012,2012,0,0,2,Export,894,Zambia,ZMB,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,,,9639945674,,,4
H3,2012,2012,2012,4,0,2,Export,51,Armenia,ARM,0,World,WLD,,,,,,,,2603,Copper ores and concentrates.,8,Weight in kilograms,,,131458890.0,,131458890.0,,227579526,,,0
H3,2012,2012,2012,4,0,2,Export,218,Ecuador,ECU,0,World,WLD,,,,,,,,2603,Copper ores and concentrates.,8,Weight in kilograms,,,7175400.0,,7175400.0,,16288598,,,0
H3,2012,2012,2012,4,0,2,Export,288,Ghana,GHA,0,World,WLD,,,,,,,,2603,Copper ores and concentrates.,8,Weight in kilograms,,,45790.0,,45790.0,,85307,,,0
H3,2012,2012,2012,4,0,2,Export,417,Kyrgyzstan,KGZ,0,World,WLD,,,,,,,,2603,Copper ores and concentrates.,8,Weight in kilograms,,,587.0,,587.0,,3967,,,0
H3,2012,2012,2012,4,0,2,Export,458,Malaysia,MYS,0,World,WLD,,,,,,,,2603,Copper ores and concentrates.,8,Weight in kilograms,,,2066388.0,,2066388.0,,1169672,,,0
H3,2012,2012,2012,4,0,2,Export,478,Mauritania,MRT,0,World,WLD,,,,,,,,2603,Copper ores and concentrates.,8,Weight in kilograms,,,190872000.0,,190872000.0,,312211093,,,0
H3,2012,2012,2012,4,0,2,Export,490,"Other Asia, nes",,0,World,WLD,,,,,,,,2603,Copper ores and concentrates.,8,Weight in kilograms,,,1387000.0,,1387000.0,,2077077,,,0
H3,2012,2012,2012,4,0,2,Export,566,Nigeria,NGA,0,World,WLD,,,,,,,,2603,Copper ores and concentrates.,8,Weight in kilograms,,,125950.0,,125950.0,,304340,,,0
H3,2012,2012,2012,4,0,2,Export,699,India,IND,0,World,WLD,,,,,,,,2603,Copper ores and concentrates.,8,Weight in kilograms,,,29137.0,,29137.0,,61232,,,0
H3,2012,2012,2012,4,0,2,Export,818,Egypt,EGY,0,World,WLD,,,,,,,,2603,Copper ores and concentrates.,8,Weight in kilograms,,,145586.0,,145586.0,,352124,,,6
H3,2012,2012,2012,4,0,2,Export,834,United Rep. of Tanzania,TZA,0,World,WLD,,,,,,,,2603,Copper ores and concentrates.,8,Weight in kilograms,,,37133992.0,,37133992.0,,324343803,,,0
H3,2012,2012,2012,0,0,2,Export,24,Angola,AGO,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,70863076413,,,0
H3,2012,2012,2012,0,0,2,Export,44,Bahamas,BHS,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,828692195,,,0
H3,2012,2012,2012,0,0,2,Export,48,Bahrain,BHR,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,16621225728,,,0
H3,2012,2012,2012,0,0,2,Export,51,Armenia,ARM,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,1428120692,,,0
H3,2012,2012,2012,0,0,2,Export,84,Belize,BLZ,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,401139617,,,0
H3,2012,2012,2012,0,0,2,Export,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,13000827762,,,0
H3,2012,2012,2012,0,0,2,Export,132,Cabo Verde,CPV,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,336084474,,,0
H3,2012,2012,2012,0,0,2,Export,140,Central African Rep.,CAF,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,114177981,,,0
H3,2012,2012,2012,0,0,2,Export,144,Sri Lanka,LKA,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,9369784036,,,0
H3,2012,2012,2012,0,0,2,Export,212,Dominica,DMA,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,37013221,,,0
H3,2012,2012,2012,0,0,2,Export,218,Ecuador,ECU,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,23852016735,,,0
H3,2012,2012,2012,0,0,2,Export,222,El Salvador,SLV,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,0.0,,5339088393,,,4
H3,2012,2012,2012,0,0,2,Export,231,Ethiopia,ETH,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,0.0,,1984734051,,,4
H3,2012,2012,2012,0,0,2,Export,270,Gambia,GMB,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,0.0,,118765052,,,4
H3,2012,2012,2012,0,0,2,Export,275,State of Palestine,PSE,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,782368754,,,0
H3,2012,2012,2012,0,0,2,Export,288,Ghana,GHA,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,15761184044,,,0
H3,2012,2012,2012,0,0,2,Export,308,Grenada,GRD,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,0.0,,38048415,,,4
H3,2012,2012,2012,0,0,2,Export,328,Guyana,GUY,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,1436600004,,,0
H3,2012,2012,2012,0,0,2,Export,384,Côte d'Ivoire,CIV,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,0.0,,0.0,,10860929951,,,4
H3,2012,2012,2012,0,0,2,Export,388,Jamaica,JAM,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,1711790055,,,0
H3,2012,2012,2012,0,0,2,Export,417,Kyrgyzstan,KGZ,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,1683236842,,,0
H3,2012,2012,2012,0,0,2,Export,454,Malawi,MWI,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,1182865708,,,0
H3,2012,2012,2012,0,0,2,Export,458,Malaysia,MYS,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,227449499544,,,0
H3,2012,2012,2012,0,0,2,Export,466,Mali,MLI,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,2610386505,,,0
H3,2012,2012,2012,0,0,2,Export,478,Mauritania,MRT,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,2623807385,,,0
H3,2012,2012,2012,0,0,2,Export,490,"Other Asia, nes",,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,300621665704,,,0
H3,2012,2012,2012,0,0,2,Export,498,Rep. of Moldova,MDA,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,2161879421,,,0
H3,2012,2012,2012,0,0,2,Export,500,Montserrat,MSR,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,1790740,,,0
H3,2012,2012,2012,0,0,2,Export,508,Mozambique,MOZ,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,3469851707,,,0
H3,2012,2012,2012,0,0,2,Export,524,Nepal,NPL,0,World,WLD,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,870663034,,,0
